tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
474	BOR006	1036.565	1037.237	0.672	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	mh ottimo	mh ottimo	mh ottimo
475	BOR006	1037.976	1038.602	0.626	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	e::hm	e::hm	ehm
476	BOR006	1038.672	1042.367	3.695	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	9	resti sempre più o meno: qua nel quartie:re oppure:	resti sempre più o meno: qua nel quartie:re oppure:	resti sempre più o meno qua nel quartiere oppure
477	BOI049	1042.641	1045.396	2.755	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	8	m::h vado sempre verso il ce:ntro, il centro::	m::h vado sempre verso il ce:ntro, il centro::	mh vado sempre verso il centro il centro
478	BOI049	1045.689	1046.519	0.83	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	mi piace molto	mi piace molto	mi piace molto
479	BOR006	1046.723	1047.127	0.404	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	mh	mh	mh
480	BOR006	1048.282	1048.901	0.619	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	se poi	se poi	se poi
481	BOR006	1049.199	1053.473	4.274	True	0	0	1	0	0	0	False	False	False	False	False		0	0	0	15	sono: c(io)è sono la cosa che, bologna è un posto molto bello per camminare perchè	sono: c(io)è sono la cosa che, bologna è un posto molto bello per camminare perchè	sono cioè sono la cosa che bologna è un posto molto bello per camminare perché
482	BOR006	1054.039	1054.689	0.65	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	e::h	e::h	eh
483	BOR006	1055.326	1057.676	2.35	True	0	0	0	0	0	0	False	False	False	False	False		0	0	1	7	l~ l~ è a misu:ra d'uo:mo come grandezza	l~ l~ è a misu:ra d'uo:mo come grandezza	l~ l~ è a misura d'uo:mo come grandezza
484	BOR006	1057.913	1063.04	5.127	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	16	>quindi, effettivamente< da qui anche se siamo: >come hai detto< m:h (a)bbasta:nza in periferia puoi arrivare:	>quindi, effettivamente< da qui anche se siamo: >come hai detto< m:h (a)bbasta:nza in periferia puoi arrivare:	quindi effettivamente da qui anche se siamo come hai detto mh abbastanza in periferia puoi arrivare
485	BOI049	1063.105	1067.033	3.928	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	13	s:ì [non è molt]o lontano che a piedi: ci puoi arriva:re °sì sì°	s:ì [non è molt]o lontano che a piedi: ci puoi arriva:re °sì sì°	sì non è molto lontano che a piedi ci puoi arrivare sì sì
486	BOR006	1063.42	1063.935	0.515	True	1	0	0	0	0	0	False	False	False	False	False		0	0	0	1	[x ]	[x]	x
487	BOR006	1067.345	1067.811	0.466	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	mhmh	mhmh	mhmh
488	BOR006	1069.996	1070.708	0.712	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	e::hm	e::hm	ehm
489	BOR006	1071.17	1071.577	0.407	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	(in)vece	(in)vece	invece
490	BOR006	1072.265	1073.536	1.271	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	e:: lo sport?	e:: lo sport?	e lo sport
491	BOR006	1073.981	1075.413	1.432	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	e::h seguito?	e::h seguito?	eh seguito
492	BOR006	1075.895	1078.627	2.732	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	8	(qu)indi: lo sport che vedi in televisio:ne eccetera	(qu)indi: lo sport che vedi in televisio:ne eccetera	quindi lo sport che vedi in televisione eccetera
493	BOR006	1079.81	1082.354	2.544	True	0	0	0	0	0	0	False	False	False	False	False		0	1	0	6	(to) vabbé inizierei da:l e calcio ((ride))	(to) vabbé inizierei da:l e calcio {ride}	to vabbé inizierei dal e calcio {ride}
494	BOR006	1082.501	1082.949	0.448	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	che è:	che è:	che è
495	BOR006	1083.455	1086.578	3.123	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	8	lo sport più popola:re qui in ita:lia, penso	lo sport più popola:re qui in ita:lia, penso	lo sport più popolare qui in italia penso
496	BOR006	1086.674	1087.737	1.063	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	forse anche a bolo:gna	forse anche a bolo:gna	forse anche a bologna
497	BOR006	1088.628	1089.995	1.367	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	e:: tu che squadra ti:fi?	e:: tu che squadra ti:fi?	e tu che squadra tifi
498	BOI049	1090.33	1090.983	0.653	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	per il bologna	per il bologna	per il bologna
499	BOR006	1091.058	1092.132	1.074	True	0	0	0	0	0	0	False	False	False	False	False		0	1	0	2	mhmh ((ride)) okay	mhmh {ride} okay	mhmh {ride} okay
500	BOR006	1092.746	1096.817	4.071	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	12	e:: come mai? eh magari è legato:: a qualche episo[dio in particola:re]	e:: come mai? eh magari è legato:: a qualche episo[dio in particola:re]	e come mai eh magari è legato a qualche episodio in particolare
501	BOI049	1095.732	1101.568	5.836	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	14	[no:: fin da p]i:ccolo c(io)è:: m:h la squadra:: della:: della mia città insomma: e::	[no:: fin da p]i:ccolo c(io)è:: m:h la squadra:: della:: della mia città insomma: e::	no fin da piccolo cioè mh la squadra della della mia città insomma e
502	BOI049	1101.972	1103.594	1.622	True	0	0	0	0	0	0	False	False	False	False	False		0	1	0	4	per me è normale: ((espira rimorosamente))	per me è normale: {espira_rimorosamente}	per me è normale {espira_rimorosamente}
503	BOI049	1104.719	1106.791	2.072	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	so che molti tifano:::	so che molti tifano:::	so che molti tifano
504	BOI049	1107.179	1108.594	1.415	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	le squadre che vincono	le squadre che vincono	le squadre che vincono
505	BOR006	1108.737	1109.125	0.388	True	0	0	0	0	0	0	False	False	False	False	False		0	1	0	0	((ride))	{ride}	{ride}
506	BOI049	1109.256	1110.228	0.972	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	però:::	però:::	però
507	BOI049	1110.35	1112.466	2.116	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	penso che sia:: più giusto:: mh	penso che sia:: più giusto:: mh	penso che sia più giusto mh
508	BOI049	1113.615	1115.139	1.524	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	tifare per e::	tifare per e::	tifare per e
509	BOI049	1115.739	1118.416	2.677	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	per la squadra del e:: della città::	per la squadra del e:: della città::	per la squadra del e della città
510	BOI049	1118.718	1119.66	0.942	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	in cui sei nato	in cui sei nato	in cui sei nato
511	BOR006	1120.284	1120.629	0.345	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	mh	mh	mh
512	BOR006	1121.379	1122.016	0.637	True	0	0	0	0	0	0	False	False	False	False	False		0	0	1	1	>(d'ac)cordo< ma	>(d'ac)cordo< ma	d'accordo ma
513	BOR006	1122.393	1122.847	0.454	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	m::h	m::h	mh
514	BOR006	1122.956	1126.581	3.625	True	0	0	0	0	0	0	False	False	False	False	False		0	0	1	13	io penso che molti: a bologna sono d'accordo con te perché comunque il tifo::	io penso che molti: a bologna sono d'accordo con te perché comunque il tifo::	io penso che molti a bologna sono d'accordo con te perché comunque il tifo
515	BOR006	1127.028	1128.589	1.561	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	per la squadra della citt[à::]	per la squadra della citt[à::]	per la squadra della città
516	BOI049	1128.342	1131.566	3.224	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	9	[beh] qui a bologna però ci sono molti tifosi::	[beh] qui a bologna però ci sono molti tifosi::	beh qui a bologna però ci sono molti tifosi
517	BOI049	1131.876	1133.551	1.675	True	0	0	0	0	0	0	False	False	False	False	True	518=0.805	0	0	0	4	della juve:ntus per esempio	della juve:ntus per esempio	della juventus per esempio
518	BOR006	1132.746	1133.561	0.815	True	0	0	0	0	0	0	False	False	False	False	True	517=0.805	0	1	0	0	((ride))	{ride}	{ride}
519	BOI049	1134.651	1140.161	5.51	True	0	0	0	0	0	0	False	False	False	False	False		0	0	1	11	infatti quando c'è:: m:h la parti:ta:: m::h si vede lo stadio che::	infatti quando c'è:: m:h la parti:ta:: m::h si vede lo stadio che::	infatti quando c'è:: mh la partita mh si vede lo stadio che
520	BOI049	1140.795	1142.81	2.015	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	ci sono quasi più tifosi del e::	ci sono quasi più tifosi del e::	ci sono quasi più tifosi del e
521	BOI049	1143.729	1144.99	1.261	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	della juventus e:	della juventus e:	della juventus e
522	BOI049	1145.334	1146.27	0.936	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	che del bolo:gna	che del bolo:gna	che del bologna
523	BOR006	1146.415	1147.05	0.635	True	0	0	0	0	0	0	False	False	False	False	False		0	1	0	0	((ride))	{ride}	{ride}
524	BOR006	1147.661	1148.087	0.426	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	mhmh	mhmh	mhmh
525	BOR006	1148.303	1149.401	1.098	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	pecca:to forse	pecca:to forse	peccato forse
526	BOI049	1150.162	1150.623	0.461	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	sì	sì	sì
527	BOI049	1150.949	1154.083	3.134	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	8	beh com~ è norma:le perché:: vincono se:mpre quindi	beh com~ è norma:le perché:: vincono se:mpre quindi	beh com~ è normale perché vincono sempre quindi
528	BOI049	1154.851	1157.131	2.28	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	quelli che vincono di solito:::	quelli che vincono di solito:::	quelli che vincono di solito
529	BOI049	1158.384	1159.386	1.002	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	attirano di più	attirano di più	attirano di più
530	BOR006	1159.937	1160.257	0.32	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	mh[mh]	mh[mh]	mhmh
531	BOI049	1160.139	1161.626	1.487	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	[bo]logna:: è: da	[bo]logna:: è: da	bologna è da
532	BOI049	1161.884	1163.647	1.763	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	dal sessantaqua:ttro che	dal sessantaqua:ttro che	dal sessantaquattro che
533	BOI049	1164.409	1165.724	1.315	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	che non vince più niente	che non vince più niente	che non vince più niente
534	BOI049	1165.997	1166.51	0.513	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	quindi e:	quindi e:	quindi e
535	BOI049	1167.355	1168.003	0.648	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	anche i bam~	anche i bam~	anche i bam~
536	BOI049	1168.203	1171.734	3.531	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	per un bambi:no::: è più diffi:cile ecco:	per un bambi:no::: è più diffi:cile ecco:	per un bambino è più difficile ecco
537	BOR006	1171.824	1172.134	0.31	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	sì	sì	sì
538	BOI049	1172.648	1175.56	2.912	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	10	tifa:re per e: per una squadra che non vince ma:i	tifa:re per e: per una squadra che non vince ma:i	tifare per e per una squadra che non vince mai
539	BOR006	1176.0	1176.312	0.312	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	mh	mh	mh
540	BOR006	1176.319	1176.696	0.377	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	mh	mh	mh
541	BOR006	1177.755	1181.148	3.393	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	13	è infatti è un peccato >perché< il bologna ha una storia glorio:sa com[unque]	è infatti è un peccato >perché< il bologna ha una storia glorio:sa com[unque]	è infatti è un peccato perché il bologna ha una storia gloriosa comunque
542	BOI049	1180.628	1182.763	2.135	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	[è una s]toria sì però è::	[è una s]toria sì però è::	è una storia sì però è
543	BOI049	1183.45	1185.468	2.018	True	0	0	0	0	0	0	False	False	False	False	False		0	1	0	4	una storia ((ride)) molto remo:ta	una storia {ride} molto remo:ta	una storia {ride} molto remota
544	BOR006	1185.751	1186.264	0.513	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	e:h >lo so<	e:h >lo so<	eh lo so
545	BOR006	1187.238	1187.844	0.606	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	(ma eh tu:)	(ma eh tu:)	ma eh tu
546	BOR006	1187.963	1190.275	2.312	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	c(io)è immagino che cono:sci arpad weisz	c(io)è immagino che cono:sci arpad weisz	cioè immagino che conosci arpad weisz
547	BOI049	1190.663	1191.129	0.466	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	sì	sì	sì
548	BOR006	1191.216	1192.1	0.884	True	0	0	0	0	0	0	False	False	False	False	False		0	0	1	0	l'allenato:re	l'allenato:re	l'allenato:re
549	BOR006	1192.401	1193.703	1.302	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	che avevo visto::	che avevo visto::	che avevo visto
550	BOR006	1193.73	1194.053	0.323	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	[x]	[x]	x
551	BOI049	1193.73	1195.926	2.196	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	[ebre]o che è finito sì m:h	[ebre]o che è finito sì m:h	ebreo che è finito sì mh
552	BOI049	1196.557	1198.212	1.655	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	nei campi di: concentramento	nei campi di: concentramento	nei campi di concentramento
553	BOR006	1198.435	1199.257	0.822	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	mh esa:tto	mh esa:tto	mh esatto
554	BOR006	1199.686	1202.993	3.307	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	12	avevo visto:: a scuo:la un documentario su di lui me lo ricordo	avevo visto:: a scuo:la un documentario su di lui me lo ricordo	avevo visto a scuola un documentario su di lui me lo ricordo
555	BOR006	1204.293	1205.188	0.895	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	de~ non non so	de~ non non so	de~ non non so
556	BOR006	1205.309	1208.02	2.711	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	11	c(io)è immagino che il bologna abbia vinto degli scude:tti con lui	c(io)è immagino che il bologna abbia vinto degli scude:tti con lui	cioè immagino che il bologna abbia vinto degli scudetti con lui
557	BOI049	1208.979	1209.731	0.752	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	°oddio::°	°oddio::°	oddio
558	BOI049	1210.189	1211.825	1.636	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	°non mi ric~° mi sembra u:no::	°non mi ric~° mi sembra u:no::	non mi ric~ mi sembra uno
559	BOI049	1212.11	1214.118	2.008	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	8	mi sembra che abbia vinto uno scude:tto sì	mi sembra che abbia vinto uno scude:tto sì	mi sembra che abbia vinto uno scudetto sì
560	BOR006	1215.032	1215.415	0.383	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	mhmh	mhmh	mhmh
561	BOR006	1215.908	1220.036	4.128	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	13	che io:: non so bene la storia calci:stica so la storia persona:le sua	che io:: non so bene la storia calci:stica so la storia persona:le sua	che io non so bene la storia calcistica so la storia personale sua
562	BOR006	1220.553	1221.8	1.247	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	comunque è un [gra]nde allenato:re	comunque è un [gra]nde allenato:re	comunque è un grande allenatore
563	BOI049	1220.866	1221.098	0.232	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	[sì]	[sì]	sì
564	BOI049	1222.265	1222.656	0.391	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	°sì sì°	°sì sì°	sì sì
565	BOI049	1223.449	1224.672	1.223	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	°ha fatto una brutta fine°	°ha fatto una brutta fine°	ha fatto una brutta fine
566	BOR006	1224.88	1225.253	0.373	True	0	0	0	0	0	0	False	False	False	False	False		0	1	0	1	eh ((espira rumorosamente))	eh {espira_rumorosamente}	eh {espira_rumorosamente}
567	BOR006	1225.749	1226.524	0.775	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	p(ur)troppo sì	p(ur)troppo sì	purtroppo sì
568	BOR006	1227.911	1228.567	0.656	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	e:: hm::	e:: hm::	e hm
569	BOR006	1229.077	1231.687	2.61	True	0	0	0	0	0	0	False	False	False	False	False		1	0	0	6	poi (.) ti piace:: andare allo stadio?	poi {P} ti piace:: andare allo stadio?	poi {P} ti piace andare allo stadio
570	BOI049	1232.299	1232.579	0.28	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	sì	sì	sì
571	BOR006	1233.716	1234.447	0.731	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	e:::	e:::	e
572	BOR006	1234.749	1238.25	3.501	True	0	0	0	0	0	0	False	False	False	False	True	573=0.011	0	1	0	8	quanto:: i~ adesso ovviamnete è più difficile ((ride)) però:	quanto:: i~ adesso ovviamnete è più difficile {ride} però:	quanto i~ adesso ovviamnete è più difficile {ride} però
573	BOI049	1238.239	1239.406	1.167	True	0	0	0	0	0	0	False	False	False	False	True	572=0.011,574=0.360	0	0	0	2	°adesso o°	°adesso o°	adesso o
574	BOR006	1239.046	1239.419	0.373	True	0	0	0	0	0	0	False	False	False	False	True	573=0.360	0	1	0	0	((espira profondamente))	{espira_profondamente}	{espira_profondamente}
575	BOR006	1239.967	1240.81	0.843	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	prima::	prima::	prima
576	BOR006	1240.941	1243.765	2.824	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	11	quanto spesso ci anda:vi e se ci sei andato in passa:to	quanto spesso ci anda:vi e se ci sei andato in passa:to	quanto spesso ci andavi e se ci sei andato in passato
577	BOI049	1243.765	1246.976	3.211	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	8	beh ci son stato:: mh diverse vo:lte °sì°	beh ci son stato:: mh diverse vo:lte °sì°	beh ci son stato mh diverse volte sì
578	BOI049	1247.326	1247.824	0.498	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	m:::h	m:::h	mh
579	BOI049	1247.925	1250.883	2.958	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	di solito::: vado sempre in cu:rva	di solito::: vado sempre in cu:rva	di solito vado sempre in curva
580	BOI049	1251.288	1251.56	0.272	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	e:::	e:::	e
581	BOR006	1251.562	1251.772	0.21	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	mh	mh	mh
582	BOI049	1253.356	1257.108	3.752	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	oppure:::: m::h nei disti:nti, ecco, sì	oppure:::: m::h nei disti:nti, ecco, sì	oppure mh nei distinti ecco sì
583	BOR006	1257.685	1258.042	0.357	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	mhmh	mhmh	mhmh
584	BOR006	1259.461	1261.714	2.253	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	8	>(qu)indi< comunque è vicino:: °è tipo: [x x°]	>(qu)indi< comunque è vicino:: °è tipo: [x x°]	quindi comunque è vicino è tipo x x
585	BOI049	1261.308	1261.934	0.626	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	[sì] sì	[sì] sì	sì sì
586	BOR006	1262.357	1262.689	0.332	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	mh	mh	mh
587	BOI049	1264.046	1267.395	3.349	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	9	[è bello] proprio vivere la partita:: con i tifo:si	[è bello] proprio vivere la partita:: con i tifo:si	è bello proprio vivere la partita con i tifosi
588	BOR006	1264.093	1264.533	0.44	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	[eh]	[eh]	eh
589	BOR006	1268.255	1271.115	2.86	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	8	m::h lo preferisci:: rispetto a guardarla in tv?	m::h lo preferisci:: rispetto a guardarla in tv?	mh lo preferisci rispetto a guardarla in tv
590	BOI049	1271.574	1273.051	1.477	True	0	0	0	0	0	0	False	False	False	False	False		0	0	1	3	beh s:~ s~ allo~	beh s:~ s~ allo~	beh s:~ s~ allo~
591	BOI049	1273.358	1276.172	2.814	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	in tv si vede me:glio sicurame:nte tutto::	in tv si vede me:glio sicurame:nte tutto::	in tv si vede meglio sicuramente tutto
592	BOI049	1277.636	1280.46	2.824	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	lo svolgimento del gio:co ecce:tera m::h	lo svolgimento del gio:co ecce:tera m::h	lo svolgimento del gioco eccetera mh
593	BOR006	1280.46	1280.813	0.353	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	mh	mh	mh
594	BOR006	1281.066	1281.529	0.463	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	però	però	però
595	BOI049	1282.074	1284.178	2.104	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	non è la stessa co:sa che: m::h	non è la stessa co:sa che: m::h	non è la stessa cosa che mh
596	BOI049	1284.469	1285.908	1.439	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	essere presente::	essere presente::	essere presente
597	BOI049	1286.235	1287.145	0.91	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	allo sta:dio	allo sta:dio	allo stadio
598	BOR006	1287.755	1288.153	0.398	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	x	x	x
599	BOI049	1288.242	1291.91	3.668	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	9	allo sta:dio ti se:nti:: partecipe ecco, in tv u::	allo sta:dio ti se:nti:: partecipe ecco, in tv u::	allo stadio ti senti partecipe ecco in tv u
600	BOI049	1292.354	1292.995	0.641	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	molto meno	molto meno	molto meno
601	BOR006	1293.896	1294.23	0.334	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	già	già	già
602	BOR006	1296.082	1297.266	1.184	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	e:: speriamo::	e:: speriamo::	e speriamo
603	BOR006	1298.105	1299.554	1.449	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	si po:ssa tornare	si po:ssa tornare	si possa tornare
604	BOI049	1299.651	1299.912	0.261	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	eh	eh	eh
605	BOR006	1300.154	1301.143	0.989	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	con più fac[ilit]à	con più fac[ilit]à	con più facilità
606	BOI049	1300.704	1300.979	0.275	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	[sì]	[sì]	sì
607	BOR006	1303.093	1304.689	1.596	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	e poi, io, finirei	e poi, io, finirei	e poi io finirei
608	BOR006	1305.022	1305.884	0.862	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	>magari< con e	>magari< con e	magari con e
609	BOR006	1305.945	1307.358	1.413	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	e::h qualche domanda	e::h qualche domanda	eh qualche domanda
610	BOR006	1307.707	1308.295	0.588	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	su::	su::	su
611	BOR006	1309.057	1312.359	3.302	True	0	0	1	0	0	0	False	False	False	False	False		0	0	0	9	e:::h la mu:sica e il ci:nema perchè so comunque	e:::h la mu:sica e il ci:nema perchè so comunque	eh la musica e il cinema perché so comunque
612	BOR006	1312.711	1313.139	0.428	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	a te	a te	a te
613	BOR006	1313.32	1315.541	2.221	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	interessano[::] entrambe le co:se	interessano[::] entrambe le co:se	interessano entrambe le cose
614	BOI049	1314.092	1314.444	0.352	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	[sì]	[sì]	sì
615	BOR006	1316.734	1317.23	0.496	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	magari	magari	magari
616	BOR006	1317.273	1318.878	1.605	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	e:::h sulla mu:sica	e:::h sulla mu:sica	eh sulla musica
617	BOI049	1319.553	1319.816	0.263	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	sì	sì	sì
618	BOR006	1320.301	1322.452	2.151	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	se ci sono dei generi che preferisci	se ci sono dei generi che preferisci	se ci sono dei generi che preferisci
619	BOI049	1323.38	1325.627	2.247	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	a me piace::: la musica rock	a me piace::: la musica rock	a me piace la musica rock
620	BOI049	1326.243	1328.02	1.777	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	in genera:le e:cco::	in genera:le e:cco::	in generale ecco
621	BOI049	1329.169	1329.825	0.656	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	e:::	e:::	e
622	BOI049	1330.741	1334.26	3.519	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	tutta:: quella cla:ssica tipo:: non so	tutta:: quella cla:ssica tipo:: non so	tutta quella classica tipo non so
623	BOI049	1334.558	1336.411	1.853	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	led zeppelin: e: m:h	led zeppelin: e: m:h	led zeppelin e mh
624	BOR006	1336.411	1336.798	0.387	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	m mh	m mh	m mh
625	BOI049	1337.848	1339.731	1.883	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	e:: doors e::	e:: doors e::	e doors e
626	BOI049	1340.925	1343.482	2.557	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	poi: neal young e bob dyla:n	poi: neal young e bob dyla:n	poi neal young e bob dylan
627	BOI049	1344.275	1345.433	1.158	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	però anche quella::	però anche quella::	però anche quella
628	BOI049	1345.636	1346.517	0.881	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	più rece:nte	più rece:nte	più recente
629	BOI049	1347.355	1349.553	2.198	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	m::h tipo nirvana::	m::h tipo nirvana::	mh tipo nirvana
630	BOI049	1349.85	1350.765	0.915	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	rem::	rem::	rem
