id,upos,form,context,Clitic,Definite,Degree,Gender,Mood,NumType,Number,Person,Poss,PronType,Tense,VerbForm
424:5,VERB,raccontato,me l' hai raccontato eh uno studio,,,,Masc,,,Sing,,,,Past,Part
424:6,INTJ,eh,l' hai raccontato eh uno studio su,,,,,,,,,,,,
424:7,DET,uno,hai raccontato eh uno studio su i,,Ind,,Masc,,,Sing,,,Art,,
424:8,NOUN,studio,raccontato eh uno studio su i riti,,,,Masc,,,Sing,,,,,
424:9,ADP,su,eh uno studio su i riti magici,,,,,,,,,,,,
424:10,DET,i,uno studio su i riti magici in,,Def,,Masc,,,Plur,,,Art,,
424:11,NOUN,riti,studio su i riti magici in la,,,,Masc,,,Plur,,,,,
424:12,ADJ,magici,su i riti magici in la sicilia,,,,Masc,,,Plur,,,,,
424:13,ADP,in,i riti magici in la sicilia,,,,,,,,,,,,
424:14,DET,la,riti magici in la sicilia,,Def,,Fem,,,Sing,,,Art,,
424:15,PROPN,sicilia,magici in la sicilia,,,,Fem,,,Sing,,,,,
425:1,NOUN,tipo,tipo di l' ottoce,,,,Masc,,,Sing,,,,,
425:2,ADP,di,tipo di l' ottoce metti,,,,,,,,,,,,
425:3,DET,l',tipo di l' ottoce metti una,,Def,,,,,Sing,,,Art,,
425:4,X,ottoce,tipo di l' ottoce metti una roba,,,,,,,,,,,,
425:5,VERB,metti,di l' ottoce metti una roba del,,,,,Ind,,Sing,2,,,Pres,Fin
425:6,DET,una,l' ottoce metti una roba del genere,,Ind,,Fem,,,Sing,,,Art,,
425:7,NOUN,roba,ottoce metti una roba del genere è,,,,Fem,,,Sing,,,,,
425:8,ADP,del,metti una roba del genere è già,,,,,,,,,,,,
425:9,NOUN,genere,una roba del genere è già pericolosa,,,,Masc,,,Sing,,,,,
425:10,VERB,è,roba del genere è già pericolosa eh,,,,,Ind,,Sing,3,,,Pres,Fin
425:11,ADV,già,del genere è già pericolosa eh mh,,,,,,,,,,,,
425:12,ADJ,pericolosa,genere è già pericolosa eh mh e,,,,Fem,,,Sing,,,,,
425:13,INTJ,eh,è già pericolosa eh mh e 'ste,,,,,,,,,,,,
425:14,INTJ,mh,già pericolosa eh mh e 'ste sue,,,,,,,,,,,,
425:15,CCONJ,e,pericolosa eh mh e 'ste sue coinquiline,,,,,,,,,,,,
425:16,DET,'ste,eh mh e 'ste sue coinquiline convinte,,,,,,,,,,,,
425:17,DET,sue,mh e 'ste sue coinquiline convinte che,,,,Fem,,,Plur,,Yes,Prs,,
425:18,NOUN,coinquiline,e 'ste sue coinquiline convinte che lei,,,,Fem,,,Plur,,,,,
425:19,ADJ,convinte,'ste sue coinquiline convinte che lei fosse,,,,,,,Sing,,,,,
425:20,SCONJ,che,sue coinquiline convinte che lei fosse parte,,,,,,,,,,,,
425:21,PRON,lei,coinquiline convinte che lei fosse parte di,,,,Fem,,,Sing,,,Prs,,
425:22,VERB,fosse,convinte che lei fosse parte di una,,,,,Sub,,Sing,3,,,Imp,Fin
425:23,NOUN,parte,che lei fosse parte di una setta,,,,Fem,,,Sing,,,,,
425:24,ADP,di,lei fosse parte di una setta satanica,,,,,,,,,,,,
425:25,DET,una,fosse parte di una setta satanica perché,,Ind,,Fem,,,Sing,,,Art,,
425:26,NOUN,setta,parte di una setta satanica perché han,,,,Fem,,,Sing,,,,,
425:27,ADJ,satanica,di una setta satanica perché han visto,,,,Fem,,,Sing,,,,,
425:28,SCONJ,perché,una setta satanica perché han visto 'sti,,,,,,,,,,,,
425:29,AUX,han,setta satanica perché han visto 'sti libri,,,,,Ind,,Plur,3,,,Pres,Fin
425:30,VERB,visto,satanica perché han visto 'sti libri che,,,,,Ind,,Sing,1,,,Pres,Fin
425:31,DET,'sti,perché han visto 'sti libri che lei,,,,,,,,,,,,
425:32,NOUN,libri,han visto 'sti libri che lei stava,,,,Masc,,,Plur,,,,,
425:33,SCONJ,che,visto 'sti libri che lei stava studiando,,,,,,,,,,,,
425:34,PRON,lei,'sti libri che lei stava studiando,,,,Fem,,,Sing,,,Prs,,
425:35,AUX,stava,libri che lei stava studiando,,,,,Ind,,Sing,3,,,Imp,Fin
425:36,VERB,studiando,che lei stava studiando,,,,,,,,,,,,Ger
426:1,INTJ,ah,ah son andate in,,,,,,,,,,,,
426:2,AUX,son,ah son andate in camera,,,,,Ind,,Sing,1,,,Pres,Fin
426:3,VERB,andate,ah son andate in camera di,,,,Fem,,,Plur,,,,Past,Part
426:4,ADP,in,ah son andate in camera di lei,,,,,,,,,,,,
426:5,NOUN,camera,son andate in camera di lei le,,,,Fem,,,Sing,,,,,
426:6,ADP,di,andate in camera di lei le han,,,,,,,,,,,,
426:7,PRON,lei,in camera di lei le han sequestrato,,,,Fem,,,Sing,,,Prs,,
426:8,PRON,le,camera di lei le han sequestrato tutto,Yes,,,Fem,,,,3,,Prs,,
426:9,AUX,han,di lei le han sequestrato tutto compreso,,,,,Ind,,Plur,3,,,Pres,Fin
426:10,VERB,sequestrato,lei le han sequestrato tutto compreso il,,,,Masc,,,Sing,,,,Past,Part
426:11,PRON,tutto,le han sequestrato tutto compreso il dildo,,,,Masc,,,Sing,,,Ind,,
426:12,VERB,compreso,han sequestrato tutto compreso il dildo che,,,,Masc,,,Sing,,,,Past,Part
426:13,DET,il,sequestrato tutto compreso il dildo che c',,Def,,Masc,,,Sing,,,Art,,
426:14,NOUN,dildo,tutto compreso il dildo che c' aveva,,,,Masc,,,Sing,,,,,
426:15,SCONJ,che,compreso il dildo che c' aveva ne,,,,,,,,,,Rel,,
426:16,PRON,c',il dildo che c' aveva ne il,Yes,,,,,,Plur,1,,Prs,,
426:17,VERB,aveva,dildo che c' aveva ne il in,,,,,Ind,,Sing,3,,,Imp,Fin
426:18,ADP,ne,che c' aveva ne il in il,Yes,,,,,,,,,Prs,,
426:19,DET,il,c' aveva ne il in il {ride},,Def,,Masc,,,Sing,,,Art,,
426:20,ADP,in,aveva ne il in il {ride} cassetto,,,,,,,,,,,,
426:21,DET,il,ne il in il {ride} cassetto,,Def,,Masc,,,Sing,,,Art,,
426:22,X,{ride},il in il {ride} cassetto,,,,,,,,,,,,
426:23,NOUN,cassetto,in il {ride} cassetto,,,,Masc,,,Sing,,,,,
427:1,CCONJ,ma,ma io le cose,,,,,,,,,,,,
427:2,PRON,io,ma io le cose mie,,,,,,,Sing,1,,Prs,,
427:3,DET,le,ma io le cose mie non,,Def,,Fem,,,Plur,,,Art,,
427:4,NOUN,cose,ma io le cose mie non le,,,,Fem,,,Plur,,,,,
427:5,PRON,mie,io le cose mie non le tocchi,,,,Fem,,,Plur,,Yes,Prs,,
427:6,ADV,non,le cose mie non le tocchi cioè,,,,,,,,,,Neg,,
427:7,PRON,le,cose mie non le tocchi cioè come,,Def,,Fem,,,Plur,,,Art,,
427:8,VERB,tocchi,mie non le tocchi cioè come ti,,,,Masc,,,Plur,,,,,
427:9,CCONJ,cioè,non le tocchi cioè come ti permetti,,,,,,,,,,,,
427:10,ADV,come,le tocchi cioè come ti permetti,,,,,,,,,,,,
427:11,PRON,ti,tocchi cioè come ti permetti,Yes,,,,,,Sing,2,,Prs,,
427:12,VERB,permetti,cioè come ti permetti,,,,,Imp,,Sing,3,,,Pres,Fin
428:1,CCONJ,ma,ma poi con un,,,,,,,,,,,,
428:2,ADV,poi,ma poi con un dil,,,,,,,,,,,,
428:3,ADP,con,ma poi con un dil x,,,,,,,,,,,,
428:4,DET,un,ma poi con un dil x entrare,,Ind,,Masc,,,Sing,,,Art,,
428:5,X,dil,poi con un dil x entrare in,,,,,,,,,,,,
428:6,X,x,con un dil x entrare in camera,,,,,,,,,,,,
428:7,VERB,entrare,un dil x entrare in camera,,,,,,,,,,,,Inf
428:8,ADP,in,dil x entrare in camera,,,,,,,,,,,,
428:9,NOUN,camera,x entrare in camera,,,,Fem,,,Sing,,,,,
429:1,ADV,poi,poi x mh cioè,,,,,,,,,,,,
429:2,X,x,poi x mh cioè un,,,,,,,,,,,,
429:3,INTJ,mh,poi x mh cioè un conto,,,,,,,,,,,,
429:4,CCONJ,cioè,poi x mh cioè un conto,,,,,,,,,,,,
429:5,DET,un,x mh cioè un conto,,Ind,,Masc,,,Sing,,,Art,,
429:6,NOUN,conto,mh cioè un conto,,,,Masc,,,Sing,,,,,
430:1,SCONJ,se,se tu entri in,,,,,,,,,,,,
430:2,PRON,tu,se tu entri in camera,,,,,,,Sing,2,,Prs,,
430:3,VERB,entri,se tu entri in camera e,,,,,Ind,,Sing,2,,,Pres,Fin
430:4,ADP,in,se tu entri in camera e trovi,,,,,,,,,,,,
430:5,NOUN,camera,tu entri in camera e trovi vitelli,,,,Fem,,,Sing,,,,,
430:6,CCONJ,e,entri in camera e trovi vitelli sgozzati,,,,,,,,,,,,
430:7,VERB,trovi,in camera e trovi vitelli sgozzati allora,,,,,Imp,,Sing,2,,,Pres,Fin
430:8,NOUN,vitelli,camera e trovi vitelli sgozzati allora ti,,,,Masc,,,Plur,,,Dem,,
430:9,ADJ,sgozzati,e trovi vitelli sgozzati allora ti posso,,,,,Imp,,Sing,2,,,Pres,Fin
430:10,ADV,allora,trovi vitelli sgozzati allora ti posso da,,,,,,,,,,,,
430:11,PRON,ti,vitelli sgozzati allora ti posso da cioè,Yes,,,,,,Sing,2,,Prs,,
430:12,AUX,posso,sgozzati allora ti posso da cioè posso,,,,,Ind,,Sing,1,,,Pres,Fin
430:13,X,da,allora ti posso da cioè posso capire,,,,,,,,,,,,
430:14,CCONJ,cioè,ti posso da cioè posso capire che,,,,,,,,,,,,
430:15,AUX,posso,posso da cioè posso capire che fai,,,,,Ind,,Sing,1,,,Pres,Fin
430:16,VERB,capire,da cioè posso capire che fai qualcosa,,,,,,,,,,,,Inf
430:17,SCONJ,che,cioè posso capire che fai qualcosa,,,,,,,,,,,,
430:18,VERB,fai,posso capire che fai qualcosa,,,,,Ind,,Sing,2,,,Pres,Fin
430:19,PRON,qualcosa,capire che fai qualcosa,,,,,,,,,,Ind,,
431:1,CCONJ,però,però adesso se una,,,,,,,,,,,,
431:2,ADV,adesso,però adesso se una c',,,,,,,,,,,,
431:3,SCONJ,se,però adesso se una c' ha,,,,,,,,,,,,
431:4,PRON,una,però adesso se una c' ha più,,,,Fem,,,Sing,,,Ind,,
431:5,PRON,c',adesso se una c' ha più dildi,Yes,,,,,,Plur,1,,Prs,,
431:6,VERB,ha,se una c' ha più dildi plurimi,,,,,Ind,,Sing,3,,,Pres,Fin
431:7,DET,più,una c' ha più dildi plurimi dildi,,,,,,,,,,,,
431:8,NOUN,dildi,c' ha più dildi plurimi dildi ma,,,,,Ind,,Sing,2,,,Pres,Fin
431:9,DET,plurimi,ha più dildi plurimi dildi ma s,,,,,,,,,,Ind,,
431:10,NOUN,dildi,più dildi plurimi dildi ma s mh,,,,Masc,,,Plur,,,,,
431:11,CCONJ,ma,dildi plurimi dildi ma s mh ma,,,,,,,,,,,,
431:12,X,s,plurimi dildi ma s mh ma stiamo,,,,,,,,,,,,
431:13,INTJ,mh,dildi ma s mh ma stiamo a,,,,,,,,,,,,
431:14,CCONJ,ma,ma s mh ma stiamo a scherzare,,,,,,,,,,,,
431:15,VERB,stiamo,s mh ma stiamo a scherzare,,,,,Ind,,Plur,1,,,Pres,Fin
431:16,ADP,a,mh ma stiamo a scherzare,,,,,,,,,,,,
431:17,VERB,scherzare,ma stiamo a scherzare,,,,,,,,,,,,Inf
432:1,INTJ,sì,sì sì,,,,,,,,,,,,
432:2,INTJ,sì,sì sì,,,,,,,,,,,,
433:1,ADV,poi,poi 'ste qua hanno,,,,,,,,,,,,
433:2,PRON,'ste,poi 'ste qua hanno chiamato,,,,,,,,,,,,
433:3,ADV,qua,poi 'ste qua hanno chiamato la,,,,,,,,,,,,
433:4,AUX,hanno,poi 'ste qua hanno chiamato la madre,,,,,Ind,,Plur,3,,,Pres,Fin
433:5,VERB,chiamato,'ste qua hanno chiamato la madre di,,,,Masc,,,Sing,,,,Past,Part
433:6,DET,la,qua hanno chiamato la madre di la,,Def,,Fem,,,Sing,,,Art,,
433:7,NOUN,madre,hanno chiamato la madre di la tipa,,,,Fem,,,Sing,,,,,
433:8,ADP,di,chiamato la madre di la tipa del,,,,,,,,,,,,
433:9,DET,la,la madre di la tipa del la,,Def,,Fem,,,Sing,,,Art,,
433:10,NOUN,tipa,madre di la tipa del la la,,,,Fem,,,Sing,,,,,
433:11,X,del,di la tipa del la la ragazza,,,,,,,,,,,,
433:12,DET,la,la tipa del la la ragazza in,,Def,,Fem,,,Sing,,,Art,,
433:13,DET,la,tipa del la la ragazza in questione,,Def,,Fem,,,Sing,,,Art,,
433:14,NOUN,ragazza,del la la ragazza in questione dicendo,,,,Fem,,,Sing,,,,,
433:15,ADP,in,la la ragazza in questione dicendo mh,,,,,,,,,,,,
433:16,NOUN,questione,la ragazza in questione dicendo mh guarda,,,,Fem,,,Sing,,,,,
433:17,VERB,dicendo,ragazza in questione dicendo mh guarda tua,,,,,,,,,,,,Ger
433:18,INTJ,mh,in questione dicendo mh guarda tua figlia,,,,,,,,,,,,
433:19,VERB,guarda,questione dicendo mh guarda tua figlia fa,,,,,Imp,,Sing,2,,,Pres,Fin
433:20,DET,tua,dicendo mh guarda tua figlia fa parte,,,,Fem,,,Sing,,Yes,Prs,,
433:21,NOUN,figlia,mh guarda tua figlia fa parte o,,,,Fem,,,Sing,,,,,
433:22,VERB,fa,guarda tua figlia fa parte o i,,,,,Ind,,Sing,3,,,Pres,Fin
433:23,NOUN,parte,tua figlia fa parte o i di,,,,Fem,,,Sing,,,,,
433:24,CCONJ,o,figlia fa parte o i di mh,,,,,,,,,,,,
433:25,NOUN,i,fa parte o i di mh cioè,,,,Fem,,,Plur,,,,,
433:26,ADP,di,parte o i di mh cioè fa,,,,,,,,,,,,
433:27,INTJ,mh,o i di mh cioè fa dei,,,,,,,,,,,,
433:28,CCONJ,cioè,i di mh cioè fa dei riti,,,,,,,,,,,,
433:29,VERB,fa,di mh cioè fa dei riti satanici,,,,,Ind,,Sing,3,,,Pres,Fin
433:30,DET,dei,mh cioè fa dei riti satanici in,,,,,,,,,,,,
433:31,NOUN,riti,cioè fa dei riti satanici in casa,,,,Masc,,,Plur,,,,,
433:32,ADJ,satanici,fa dei riti satanici in casa,,,,Masc,,,Plur,,,,,
433:33,ADP,in,dei riti satanici in casa,,,,,,,,,,,,
433:34,NOUN,casa,riti satanici in casa,,,,Fem,,,Sing,,,,,
434:1,ADV,così,così non è che,,,,,,,,,,,,
434:2,ADV,non,così non è che le,,,,,,,,,,Neg,,
434:3,VERB,è,così non è che le han,,,,,Ind,,Sing,3,,,Pres,Fin
434:4,SCONJ,che,così non è che le han detto,,,,,,,,,,,,
434:5,PRON,le,non è che le han detto guarda,Yes,,,Fem,,,,3,,Prs,,
434:6,AUX,han,è che le han detto guarda abbiam,,,,,Ind,,Plur,3,,,Pres,Fin
434:7,VERB,detto,che le han detto guarda abbiam visto,,,,Masc,,,Sing,,,,Past,Part
434:8,VERB,guarda,le han detto guarda abbiam visto questi,,,,,Imp,,Sing,2,,,Pres,Fin
434:9,AUX,abbiam,han detto guarda abbiam visto questi libri,,,,,Ind,,Plur,1,,,Pres,Fin
434:10,VERB,visto,detto guarda abbiam visto questi libri x,,,,,Ind,,Sing,1,,,Pres,Fin
434:11,DET,questi,guarda abbiam visto questi libri x solo,,,,Masc,,,Plur,,,Dem,,
434:12,NOUN,libri,abbiam visto questi libri x solo l',,,,Masc,,,Plur,,,,,
434:13,X,x,visto questi libri x solo l' informazione,,,,,,,,,,,,
434:14,ADV,solo,questi libri x solo l' informazione mi,,,,,,,,,,,,
434:15,DET,l',libri x solo l' informazione mi immagino,,Def,,,,,Sing,,,Art,,
434:16,NOUN,informazione,x solo l' informazione mi immagino la,,,,Fem,,,Sing,,,,,
434:17,PRON,mi,solo l' informazione mi immagino la madre,Yes,,,,,,Sing,1,,Prs,,
434:18,VERB,immagino,l' informazione mi immagino la madre {ride},,,,,Ind,,Sing,1,,,Pres,Fin
434:19,DET,la,informazione mi immagino la madre {ride} x,,Def,,Fem,,,Sing,,,Art,,
434:20,NOUN,madre,mi immagino la madre {ride} x x,,,,Fem,,,Sing,,,,,
434:21,X,{ride},immagino la madre {ride} x x l',,,,,,,,,,,,
434:22,X,x,la madre {ride} x x l' informazione,,,,,,,,,,,,
434:23,X,x,madre {ride} x x l' informazione solo,,,,,,,,,,,,
434:24,DET,l',{ride} x x l' informazione solo la,,Def,,,,,Sing,,,Art,,
434:25,NOUN,informazione,x x l' informazione solo la loro,,,,Fem,,,Sing,,,,,
434:26,ADV,solo,x l' informazione solo la loro lettura,,,,,,,,,,,,
434:27,DET,la,l' informazione solo la loro lettura la,,Def,,Fem,,,Sing,,,Art,,
434:28,DET,loro,informazione solo la loro lettura la accurata,,,,,,,,,Yes,Prs,,
434:29,NOUN,lettura,solo la loro lettura la accurata quanto,,,,Fem,,,Sing,,,,,
434:30,DET,la,la loro lettura la accurata quanto l',Yes,,,Fem,,,Sing,3,,Prs,,
434:31,VERB,accurata,loro lettura la accurata quanto l' autolettura,,,,Fem,,,Sing,,,,Past,Part
434:32,ADV,quanto,lettura la accurata quanto l' autolettura di,,,,,,,,,,,,
434:33,DET,l',la accurata quanto l' autolettura di il,,Def,,,,,Sing,,,Art,,
434:34,NOUN,autolettura,accurata quanto l' autolettura di il gas,,,,Fem,,,Sing,,,,,
434:35,ADP,di,quanto l' autolettura di il gas,,,,,,,,,,,,
434:36,DET,il,l' autolettura di il gas,,Def,,Masc,,,Sing,,,Art,,
434:37,NOUN,gas,autolettura di il gas,,,,Masc,,,,,,,,
435:1,INTJ,bah,bah hai rotto le,,,,,,,,,,,,
435:2,AUX,hai,bah hai rotto le palle,,,,,Ind,,Sing,2,,,Pres,Fin
435:3,VERB,rotto,bah hai rotto le palle {ride},,,,Masc,,,Sing,,,,Past,Part
435:4,DET,le,bah hai rotto le palle {ride} {ride},,Def,,Fem,,,Plur,,,Art,,
435:5,NOUN,palle,hai rotto le palle {ride} {ride} {ride},,,,Fem,,,Plur,,,,,
435:6,X,{ride},rotto le palle {ride} {ride} {ride} x,,,,,,,,,,,,
435:7,X,{ride},le palle {ride} {ride} {ride} x x,,,,,,,,,,,,
435:8,X,{ride},palle {ride} {ride} {ride} x x hai,,,,,,,,,,,,
435:9,X,x,{ride} {ride} {ride} x x hai iniziato,,,,,,,,,,,,
435:10,X,x,{ride} {ride} x x hai iniziato a,,,,,,,,,,,,
435:11,AUX,hai,{ride} x x hai iniziato a studiare,,,,,Ind,,Sing,2,,,Pres,Fin
435:12,VERB,iniziato,x x hai iniziato a studiare per,,,,Masc,,,Sing,,,,Past,Part
435:13,ADP,a,x hai iniziato a studiare per l',,,,,,,,,,,,
435:14,VERB,studiare,hai iniziato a studiare per l' esame,,,,,,,,,,,,Inf
435:15,ADP,per,iniziato a studiare per l' esame di,,,,,,,,,,,,
435:16,DET,l',a studiare per l' esame di la,,Def,,,,,Sing,,,Art,,
435:17,NOUN,esame,studiare per l' esame di la gialli,,,,Masc,,,Sing,,,,,
435:18,ADP,di,per l' esame di la gialli io,,,,,,,,,,,,
435:19,DET,la,l' esame di la gialli io {ride},,Def,,Fem,,,Sing,,,Art,,
435:20,PROPN,gialli,esame di la gialli io {ride} {ride},,,,Masc,,,Plur,,,,,
435:21,PRON,io,di la gialli io {ride} {ride} non,,,,,,,Sing,1,,Prs,,
435:22,X,{ride},la gialli io {ride} {ride} non si,,,,,,,,,,,,
435:23,X,{ride},gialli io {ride} {ride} non si sa,,,,,,,,,,,,
435:24,ADV,non,io {ride} {ride} non si sa quando,,,,,,,,,,Neg,,
435:25,PRON,si,{ride} {ride} non si sa quando mette,Yes,,,,,,,3,,Prs,,
435:26,VERB,sa,{ride} non si sa quando mette le,,,,,Ind,,Sing,3,,,Pres,Fin
435:27,SCONJ,quando,non si sa quando mette le date,,,,,,,,,,,,
435:28,VERB,mette,si sa quando mette le date occhio,,,,,Ind,,Sing,3,,,Pres,Fin
435:29,DET,le,sa quando mette le date occhio che,,Def,,Fem,,,Plur,,,Art,,
435:30,NOUN,date,quando mette le date occhio che questo,,,,Fem,,,Plur,,,,,
435:31,NOUN,occhio,mette le date occhio che questo la,,,,Masc,,,Sing,,,,,
435:32,SCONJ,che,le date occhio che questo la gialli,,,,,,,,,,,,
435:33,PRON,questo,date occhio che questo la gialli lo,,,,Masc,,,Sing,,,Dem,,
435:34,DET,la,occhio che questo la gialli lo sente,,Def,,Fem,,,Sing,,,Art,,
435:35,PROPN,gialli,che questo la gialli lo sente {ride},,,,Masc,,,Plur,,,,,
435:36,PRON,lo,questo la gialli lo sente {ride} eh,Yes,,,Masc,,,Sing,3,,Prs,,
435:37,VERB,sente,la gialli lo sente {ride} eh io,,,,,Ind,,Sing,3,,,Pres,Fin
435:38,X,{ride},gialli lo sente {ride} eh io voglio,,,,,,,,,,,,
435:39,INTJ,eh,lo sente {ride} eh io voglio le,,,,,,,,,,,,
435:40,PRON,io,sente {ride} eh io voglio le date,,,,,,,Sing,1,,Prs,,
435:41,VERB,voglio,{ride} eh io voglio le date perché,,,,,Ind,,Sing,1,,,Pres,Fin
435:42,DET,le,eh io voglio le date perché intanto,,Def,,Fem,,,Plur,,,Art,,
435:43,NOUN,date,io voglio le date perché intanto mi,,,,Fem,,,Plur,,,,,
435:44,SCONJ,perché,voglio le date perché intanto mi devo,,,,,,,,,,,,
435:45,ADV,intanto,le date perché intanto mi devo organizzare,,,,,,,,,,,,
435:46,PRON,mi,date perché intanto mi devo organizzare mh,Yes,,,,,,Sing,1,,Prs,,
435:47,AUX,devo,perché intanto mi devo organizzare mh perché,,,,,Ind,,Sing,1,,,Pres,Fin
435:48,VERB,organizzare,intanto mi devo organizzare mh perché devo,,,,,,,,,,,,Inf
435:49,INTJ,mh,mi devo organizzare mh perché devo da,,,,,,,,,,,,
435:50,SCONJ,perché,devo organizzare mh perché devo da eh,,,,,,,,,,,,
435:51,AUX,devo,organizzare mh perché devo da eh che,,,,,Ind,,Sing,1,,,Pres,Fin
435:52,X,da,mh perché devo da eh che giorno,,,,,,,,,,,,
435:53,INTJ,eh,perché devo da eh che giorno è,,,,,,,,,,,,
435:54,ADV,che,devo da eh che giorno è oggi,,,,,,,,,,Exc,,
435:55,NOUN,giorno,da eh che giorno è oggi l',,,,Masc,,,Sing,,,,,
435:56,VERB,è,eh che giorno è oggi l' undici,,,,,Ind,,Sing,3,,,Pres,Fin
435:57,ADV,oggi,che giorno è oggi l' undici aprile,,,,,,,,,,,,
435:58,DET,l',giorno è oggi l' undici aprile eh,,Def,,,,,Sing,,,Art,,
435:59,NUM,undici,è oggi l' undici aprile eh vabbè,,,,,,Card,,,,,,
435:60,NOUN,aprile,oggi l' undici aprile eh vabbè però,,,,Masc,,,,,,,,
435:61,INTJ,eh,l' undici aprile eh vabbè però mi,,,,,,,,,,,,
435:62,INTJ,vabbè,undici aprile eh vabbè però mi devo,,,,,,,,,,,,
435:63,CCONJ,però,aprile eh vabbè però mi devo organi,,,,,,,,,,,,
435:64,PRON,mi,eh vabbè però mi devo organi,Yes,,,,,,Sing,1,,Prs,,
435:65,AUX,devo,vabbè però mi devo organi,,,,,Ind,,Sing,1,,,Pres,Fin
435:66,X,organi,però mi devo organi,,,,,,,,,,,,
436:1,INTJ,oh,oh non me lo,,,,,,,,,,,,
436:2,ADV,non,oh non me lo finire,,,,,,,,,,Neg,,
436:3,PRON,me,oh non me lo finire eh,Yes,,,,,,Sing,1,,Prs,,
436:4,PRON,lo,oh non me lo finire eh no,Yes,,,Masc,,,Sing,3,,Prs,,
436:5,VERB,finire,non me lo finire eh no non,,,,,,,,,,,,Inf
436:6,INTJ,eh,me lo finire eh no non me,,,,,,,,,,,,
436:7,INTJ,no,lo finire eh no non me lo,,,,,,,,,,,,
436:8,ADV,non,finire eh no non me lo finire,,,,,,,,,,Neg,,
436:9,PRON,me,eh no non me lo finire in,Yes,,,,,,Sing,1,,Prs,,
436:10,PRON,lo,no non me lo finire in il,Yes,,,Masc,,,Sing,3,,Prs,,
436:11,VERB,finire,non me lo finire in il senso,,,,,,,,,,,,Inf
436:12,ADP,in,me lo finire in il senso che,,,,,,,,,,,,
436:13,DET,il,lo finire in il senso che basta,,Def,,Masc,,,Sing,,,Art,,
436:14,NOUN,senso,finire in il senso che basta dopo,,,,Masc,,,Sing,,,,,
436:15,SCONJ,che,in il senso che basta dopo questa,,,,,,,,,,Rel,,
436:16,VERB,basta,il senso che basta dopo questa basta,,,,,Ind,,Sing,3,,,Pres,Fin
436:17,ADP,dopo,senso che basta dopo questa basta va',,,,,,,,,,,,
436:18,PRON,questa,che basta dopo questa basta va' tanto,,,,Fem,,,Sing,,,Dem,,
436:19,VERB,basta,basta dopo questa basta va' tanto,,,,Fem,,,Sing,,,,,
436:20,VERB,va',dopo questa basta va' tanto,,,,,Imp,,Sing,2,,,Pres,Fin
436:21,ADV,tanto,questa basta va' tanto,,,,,,,,,,,,
437:1,PRON,ti,ti fa pure schifo,Yes,,,,,,Sing,2,,Prs,,
437:2,VERB,fa,ti fa pure schifo perché,,,,,Ind,,Sing,3,,,Pres,Fin
437:3,ADV,pure,ti fa pure schifo perché lo,,,,,,,,,,,,
437:4,NOUN,schifo,ti fa pure schifo perché lo mangi,,,,Masc,,,Sing,,,,,
437:5,SCONJ,perché,fa pure schifo perché lo mangi perché,,,,,,,,,,,,
437:6,PRON,lo,pure schifo perché lo mangi perché x,Yes,,,Masc,,,Sing,3,,Prs,,
437:7,VERB,mangi,schifo perché lo mangi perché x l',,,,,Imp,,Sing,2,,,Pres,Fin
437:8,SCONJ,perché,perché lo mangi perché x l' insalata,,,,,,,,,,,,
437:9,X,x,lo mangi perché x l' insalata ma,,,,,,,,,,,,
437:10,DET,l',mangi perché x l' insalata ma te,,Def,,,,,Sing,,,Art,,
437:11,NOUN,insalata,perché x l' insalata ma te l',,,,Fem,,,Sing,,,,,
437:12,CCONJ,ma,x l' insalata ma te l' avevo,,,,,,,,,,,,
437:13,PRON,te,l' insalata ma te l' avevo detto,Yes,,,,,,Sing,2,,Prs,,
437:14,PRON,l',insalata ma te l' avevo detto che,Yes,,,Masc,,,Sing,3,,Prs,,
437:15,AUX,avevo,ma te l' avevo detto che c',,,,,Ind,,Sing,1,,,Imp,Fin
437:16,VERB,detto,te l' avevo detto che c' avevo,,,,Masc,,,Sing,,,,Past,Part
437:17,SCONJ,che,l' avevo detto che c' avevo solo,,,,,,,,,,,,
437:18,PRON,c',avevo detto che c' avevo solo questo,Yes,,,,,,Plur,1,,Prs,,
437:19,VERB,avevo,detto che c' avevo solo questo eh,,,,,Ind,,Sing,1,,,Imp,Fin
437:20,ADV,solo,che c' avevo solo questo eh ma,,,,,,,,,,,,
437:21,PRON,questo,c' avevo solo questo eh ma volevo,,,,Masc,,,Sing,,,Dem,,
437:22,INTJ,eh,avevo solo questo eh ma volevo mangiare,,,,,,,,,,,,
437:23,CCONJ,ma,solo questo eh ma volevo mangiare la,,,,,,,,,,,,
437:24,AUX,volevo,questo eh ma volevo mangiare la carne,,,,,Ind,,Sing,1,,,Imp,Fin
437:25,VERB,mangiare,eh ma volevo mangiare la carne {ride},,,,,,,,,,,,Inf
437:26,DET,la,ma volevo mangiare la carne {ride} mh,,Def,,Fem,,,Sing,,,Art,,
437:27,NOUN,carne,volevo mangiare la carne {ride} mh e,,,,Fem,,,Sing,,,,,
437:28,X,{ride},mangiare la carne {ride} mh e perché,,,,,,,,,,,,
437:29,INTJ,mh,la carne {ride} mh e perché la,,,,,,,,,,,,
437:30,CCONJ,e,carne {ride} mh e perché la gialli,,,,,,,,,,,,
437:31,SCONJ,perché,{ride} mh e perché la gialli lo,,,,,,,,,,,,
