tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
437	TOI075	981.803	985.577	3.774	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	la grafia piemontese non è molto semplice	la grafia piemontese non è molto semplice	la grafia piemontese non è molto semplice
438	TOI075	985.647	986.398	0.751	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	comunque	comunque	comunque
439	TOI075	986.753	988.405	1.652	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	5	io me la cavo ancora ((ride))	io me la cavo ancora {ride}	io me la cavo ancora {ride}
440	TOI075	988.641	991.211	2.57	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	quando c'è qualcuno che parla piemontese,	quando c'è qualcuno che parla piemontese,	quando c' è qualcuno che parla piemontese
441	TOI075	991.491	993.889	2.398	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	ben contento di parlare ma	ben contento di parlare ma	ben contento di parlare ma
442	TOR002	994.273	996.599	2.326	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	#ah mi lu parlu 'l [piemunteis eh]	ah mi lu parlu 'l [piemunteis eh]	ah mi lu parlu 'l piemunteis eh
443	TOI075	995.636	997.238	1.602	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[xxxx] lo [parla?]	[xxxx] lo [parla?]	xxxx lo parla
444	TOR002	996.889	997.254	0.365	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[sì sì]	[sì sì]	sì sì
445	TOI075	997.53	997.972	0.442	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	e::h	e::h	eh
446	TOI075	998.636	1002.829	4.193	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	normalmente capita raramente di parlare piemontese	normalmente capita raramente di parlare piemontese	normalmente capita raramente di parlare piemontese
447	TOR001	1004.011	1005.005	0.994	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	ma le piacerebbe?	ma le piacerebbe?	ma le piacerebbe
448	TOI075	1005.267	1007.731	2.464	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	adesso è più facile parlare ROMENO	adesso è più facile parlare ROMENO	adesso è più facile parlare romeno
449	TOR001	1007.772	1008.109	0.337	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	((ride))	{ride}	{ride}
450	TOR002	1007.772	1008.109	0.337	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	((ride))	{ride}	{ride}
451	TOI075	1008.144	1009.254	1.11	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	o spagnolo	o spagnolo	o spagnolo
452	TOI075	1009.531	1013.719	4.188	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	ci son~ qui per esempio in questa struttura ci sono molte::	ci son~ qui per esempio in questa struttura ci sono molte::	ci son~ qui per esempio in questa struttura ci sono molte
453	TOI075	1013.821	1017.064	3.243	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	ci sono molte operatrici romene [e pe]ruviane	ci sono molte operatrici romene [e pe]ruviane	ci sono molte operatrici romene e peruviane
454	TOR001	1015.79	1016.06	0.27	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
455	TOR001	1017.412	1017.738	0.326	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mhmh	mhmh	mhmh
456	TOI075	1017.74	1019.033	1.293	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	maggior parte	maggior parte	maggior parte
457	TOI075	1019.358	1021.038	1.68	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	italiane sono poche.	italiane sono poche.	italiane sono poche
458	TOR001	1021.436	1021.785	0.349	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mhmh	mhmh	mhmh
459	TOI075	1021.79	1024.387	2.597	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	adesso è ne è ar~ arrivata una giovane	adesso è ne è ar~ arrivata una giovane	adesso è ne è ar~ arrivata una giovane
460	TOI075	1024.662	1026.651	1.989	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	italiana che anche lei vie~	italiana che anche lei vie~	italiana che anche lei vie~
461	TOI075	1026.904	1030.413	3.509	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	è figlia di padre torinese, una bestia rara	è figlia di padre torinese, una bestia rara	è figlia di padre torinese una bestia rara
462	TOR001	1030.061	1030.53	0.469	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	((ride))	{ride}	{ride}
463	TOR002	1030.061	1030.53	0.469	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	((ride))	{ride}	{ride}
464	TOI075	1031.472	1032.549	1.077	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	non l'ho più vista	non l'ho più vista	non l' ho più vista
465	TOR001	1032.737	1033.162	0.425	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	((ride))	{ride}	{ride}
466	TOR002	1032.737	1033.162	0.425	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	((ride))	{ride}	{ride}
467	TOI075	1033.326	1035.254	1.928	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	7	non so se l'hanno già [rapita] ((ride))	non so se l'hanno già [rapita] {ride}	non so se l' hanno già rapita {ride}
468	TOR002	1034.248	1035.408	1.16	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	4	[l'hanno mandata] via ((ride))	[l'hanno mandata] via {ride}	l' hanno mandata via {ride}
469	TOI075	1035.557	1038.22	2.663	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	è sparita dalla circolazione	è sparita dalla circolazione	è sparita dalla circolazione
470	TOI075	1038.294	1042.543	4.249	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	ma ero ben contento che ci fosse questa ragazza	ma ero ben contento che ci fosse questa ragazza	ma ero ben contento che ci fosse questa ragazza
471	TOI075	1043.156	1043.526	0.37	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	°così°	°così°	così
472	TOI075	1043.778	1045.491	1.713	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	piemontese DOC	piemontese DOC	piemontese doc
473	TOR001	1046.159	1046.867	0.708	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	((ride))	{ride}	{ride}
474	TOR002	1046.159	1046.867	0.708	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	((ride))	{ride}	{ride}
475	TOI075	1046.159	1046.867	0.708	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	2	e invece ((ride))	e invece {ride}	e invece {ride}
476	TOR001	1047.938	1050.783	2.845	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	8	ma (.) a lei piacerebbe avere occasioni per parlarlo?	ma {P} a lei piacerebbe avere occasioni per parlarlo?	ma {P} a lei piacerebbe avere occasioni per parlarlo
477	TOI075	1051.243	1054.427	3.184	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	mah insomma se mi capita lo parlo volentieri	mah insomma se mi capita lo parlo volentieri	mah insomma se mi capita lo parlo volentieri
478	TOI075	1054.839	1055.427	0.588	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	non è che	non è che	non è che
479	TOI075	1056.362	1059.171	2.809	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	(che) in un certo senso il piemontese	(che) in un certo senso il piemontese	che in un certo senso il piemontese
480	TOI075	1059.444	1065.047	5.603	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	per le persone:: eleganti è considerato una cosa:: così volga:re,	per le persone:: eleganti è considerato una cosa:: così volga:re,	per le persone eleganti è considerato una cosa così volgare
481	TOR001	1065.242	1065.631	0.389	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mhmh	mhmh	mhmh
482	TOI075	1066.556	1069.228	2.672	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	una cosa poco piace~ quindi nelle	una cosa poco piace~ quindi nelle	una cosa poco piace~ quindi nelle
483	TOI075	1070.123	1074.169	4.046	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	quindi diciamo nelle case della media borghesia, i bambini erano	quindi diciamo nelle case della media borghesia, i bambini erano	quindi diciamo nelle case della media borghesia i bambini erano
484	TOI075	1074.634	1077.542	2.908	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	tutti istruiti a parlare italia[no.]	tutti istruiti a parlare italia[no.]	tutti istruiti a parlare italiano
485	TOR002	1077.271	1077.691	0.42	True	0	0	0	0	0	0	0	False	False	False	False	True	484=0.271,486=0.126	0	0	0	1	[certo]	[certo]	certo
486	TOI075	1077.565	1082.626	5.061	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	9	[pie]montese veniva considerato una cosa da così da (.) poveretti	[pie]montese veniva considerato una cosa da così da {P} poveretti	piemontese veniva considerato una cosa da così da {P} poveretti
487	TOI075	1083.187	1084.599	1.412	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	2	da miserabili ((ride))	da miserabili {ride}	da miserabili {ride}
488	TOR001	1083.26	1083.611	0.351	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	((ride))	{ride}	{ride}
489	TOI075	1085.266	1086.961	1.695	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	3	non era (.) molto	non era {P} molto	non era {P} molto
490	TOI075	1087.319	1090.372	3.053	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	considerato il dialetto piemontese	considerato il dialetto piemontese	considerato il dialetto piemontese
491	TOI075	1090.487	1093.985	3.498	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	adesso poi c'è stato un ripensamento ma	adesso poi c'è stato un ripensamento ma	adesso poi c' è stato un ripensamento ma
492	TOR001	1094.018	1094.232	0.214	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mhmh	mhmh	mhmh
493	TOI075	1094.247	1094.927	0.68	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	(in)somma	(in)somma	insomma
494	TOI075	1094.984	1099.808	4.824	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	11	non è che (.) nel frattempo i piemontesi sono quasi spariti quindi	non è che {P} nel frattempo i piemontesi sono quasi spariti quindi	non è che {P} nel frattempo i piemontesi sono quasi spariti quindi
495	TOR001	1099.473	1099.816	0.343	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	((ride))	{ride}	{ride}
496	TOR002	1099.473	1099.816	0.343	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	((ride))	{ride}	{ride}
497	TOI075	1100.492	1101.911	1.419	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	c'è poco da fare	c'è poco da fare	c' è poco da fare
498	TOR001	1102.453	1106.277	3.824	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	14	ma e lei l'ha imparato in casa, cioè suo padre le [parlava:: in]	ma e lei l'ha imparato in casa, cioè suo padre le [parlava:: in]	ma e lei l' ha imparato in casa cioè suo padre le parlava in
499	TOI075	1104.609	1108.037	3.428	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	[sì::: mia mat~ (mia) x] parlavano piemontese	[sì::: mia mat~ (mia) x] parlavano piemontese	sì mia mat~ mia x parlavano piemontese
500	TOI075	1108.421	1111.535	3.114	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	normalmente [ma] il linguaggio di casa.	normalmente [ma] il linguaggio di casa.	normalmente ma il linguaggio di casa
501	TOR001	1109.329	1109.757	0.428	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[ahah]	[ahah]	ahah
502	TOR001	1112.002	1112.559	0.557	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	certo	certo	certo
503	TOR001	1113.174	1113.793	0.619	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mhmhmh	mhmhmh	mhmhmh
504	TOI075	1113.809	1118.206	4.397	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	0	11	però qua~ mia madre si era preoccupata già prima che incomincia~	pero' qua~ mia madre si era preoccupata già prima che incomincia~	pero' qua~ mia madre si era preoccupata già prima che incomincia~
505	TOI075	1118.443	1120.16	1.717	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	io non sono andato all'asilo	io non sono andato all'asilo	io non sono andato all' asilo
506	TOR001	1120.171	1120.484	0.313	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mhmh	mhmh	mhmh
507	TOI075	1120.51	1120.976	0.466	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	xx	xx	xx
508	TOI075	1121.305	1131.887	10.582	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	26	prima di incominciare le elementari mi a~ mia madre mi aveva par~ mandato un po' a fare (.) i il~ lezione da una ex me~ ex maestra	prima di incominciare le elementari mi a~ mia madre mi aveva par~ mandato un po' a fare {P} i il~ lezione da una ex me~ ex maestra	prima di incominciare le elementari mi a~ mia madre mi aveva par~ mandato un po' a fare {P} i il~ lezione da una ex me~ ex maestra
509	TOI075	1132.224	1134.43	2.206	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	quindi sono arrivato a scuola che	quindi sono arrivato a scuola che	quindi sono arrivato a scuola che
510	TOI075	1134.709	1136.335	1.626	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	parlavo anche itali[ano]	parlavo anche itali[ano]	parlavo anche italiano
511	TOR001	1135.766	1136.324	0.558	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[okay]	[okay]	okay
512	TOI075	1136.649	1139.978	3.329	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	x quelli che parlavano solo piemontese poi a scuola	x quelli che parlavano solo piemontese poi a scuola	x quelli che parlavano solo piemontese poi a scuola
513	TOI075	1140.14	1142.896	2.756	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	avevano difficoltà a parlare in italiano	avevano difficoltà a parlare in italiano	avevano difficoltà a parlare in italiano
514	TOR001	1143.139	1143.628	0.489	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[certo]	[certo]	certo
515	TOI075	1143.147	1146.208	3.061	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	[invece] io parlavo piemontese e italiano	[invece] io parlavo piemontese e italiano	invece io parlavo piemontese e italiano
516	TOI075	1146.472	1147.9	1.428	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	3	ero già bilin[gue] ((ride))	ero già bilin[gue] {ride}	ero già bilingue {ride}
517	TOR002	1147.542	1148.328	0.786	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	3	[già] da piccolo ((ride))	[già] da piccolo {ride}	già da piccolo {ride}
518	TOI075	1149.324	1149.927	0.603	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	e quindi:	e quindi:	e quindi
519	TOR001	1150.03	1150.45	0.42	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	certo	certo	certo
520	TOI075	1150.859	1153.248	2.389	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	me la sono sempre cavata anche a scuola	me la sono sempre cavata anche a scuola	me la sono sempre cavata anche a scuola
521	TOI075	1153.595	1155.259	1.664	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	non ho mai avuto problemi	non ho mai avuto problemi	non ho mai avuto problemi
522	TOR001	1155.299	1155.932	0.633	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	eheheh	eheheh	eheheh
523	TOR001	1156.067	1160.487	4.42	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	13	e a scuola erano tanti i bambini che arrivavano e parlavano SOLO piemontese?	e a scuola erano tanti i bambini che arrivavano e parlavano SOLO piemontese?	e a scuola erano tanti i bambini che arrivavano e parlavano solo piemontese
524	TOI075	1161.044	1166.511	5.467	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	14	mah ce n'era ma insomma poi poco per volta si arrangiavano e impa~	mah ce n'era ma insomma poi poco per volta si arrangiavano e impa~	mah ce n' era ma insomma poi poco per volta si arrangiavano e impa~
525	TOI075	1166.763	1170.538	3.775	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	5	si parlava italiano abbastanza (.) normalmente	si parlava italiano abbastanza {P} normalmente	si parlava italiano abbastanza {P} normalmente
526	TOR001	1170.588	1170.954	0.366	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mhmh	mhmh	mhmh
527	TOR001	1171.138	1171.542	0.404	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mhmh	mhmh	mhmh
528	TOI075	1171.974	1174.485	2.511	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	poi c'erano i figli degli immigrati	poi c'erano i figli degli immigrati	poi c' erano i figli degli immigrati
529	TOI075	1175.175	1177.732	2.557	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	parlavano napoletano, siciliano,	parlavano napoletano, siciliano,	parlavano napoletano siciliano
530	TOI075	1178.182	1179.441	1.259	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	cose del genere	cose del genere	cose del genere
531	TOR001	1179.766	1180.178	0.412	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	cer[to]	cer[to]	certo
532	TOI075	1180.033	1182.102	2.069	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	[c'era] già la torre di babele	[c'era] già la torre di babele	c' era già la torre di babele
533	TOI075	1182.47	1183.592	1.122	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	anche allo[ra]	anche allo[ra]	anche allora
534	TOR001	1183.329	1184.184	0.855	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[già] allora	[già] allora	già allora
535	TOI075	1184.491	1185.896	1.405	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	non è solo adesso eh	non è solo adesso eh	non è solo adesso eh
536	TOR001	1186.296	1187.014	0.718	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mhmhmh	mhmhmh	mhmhmh
537	TOR002	1187.801	1193.053	5.252	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	16	#forse è per questo che son nate anche le:: le associazio:ni, appunto [come la famia turineisa]	forse è per questo che son nate anche le:: le associazio:ni, appunto [come la famia turineisa]	forse è per questo che son nate anche le le associazioni appunto come la famia turineisa
538	TOI075	1191.557	1198.404	6.847	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	13	#[ma:::h eh] famia turineisa era già nata prima prima della guerra ma comunque	[ma:::h eh] famia turineisa era già nata prima prima della guerra ma comunque	mah eh famia turineisa era già nata prima prima della guerra ma comunque
539	TOI075	1198.546	1201.699	3.153	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	(ma anche) formato altre associazioni	(ma anche) formato altre associazioni	ma anche formato altre associazioni
540	TOI075	1201.886	1202.757	0.871	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	anche quelle	anche quelle	anche quelle
541	TOI075	1203.367	1205.787	2.42	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	5	per esempio (.) anche quelle del:	per esempio {P} anche quelle del:	per esempio {P} anche quelle del
542	TOI075	1206.732	1211.03	4.298	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	gli immigrati dal meridione hanno formato delle associazioni	gli immigrati dal meridione hanno formato delle associazioni	gli immigrati dal meridione hanno formato delle associazioni
543	TOI075	1211.297	1214.258	2.961	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	#per esempio c'era anche il fogolar furlan	per esempio c'era anche il fogolar furlan	per esempio c' era anche il fogolar furlan
544	TOR002	1214.263	1214.545	0.282	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mhmh	mhmh	mhmh
545	TOI075	1214.6219999999998	1218.568	4.046	True	0	0	0	0	0	0	1	False	False	False	False	False	_	0	0	0	10	che riuniva i fur~ i i::: gli originari del friuli	che riuniva i fur~ i i::: gli originari del friuli	che riuniva i fur~ i i gli originari del friuli
546	TOR002	1218.587	1219.396	0.809	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mhmhmh	mhmhmh	mhmhmh
547	TOI075	1219.455	1226.951	7.496	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	18	del veneto eh c'è stato un tempo che dal veneto c'è stata molta immigrazione verso [(.)] torino	del veneto eh c'è stato un tempo che dal veneto c'è stata molta immigrazione verso [{P}] torino	del veneto eh c' è stato un tempo che dal veneto c' è stata molta immigrazione verso {P} torino
548	TOR001	1225.944	1226.318	0.374	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[certo]	[certo]	certo
549	TOI075	1227.245	1230.55	3.305	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	poi adesso xxxx sarebbe il contrario	poi adesso xxxx sarebbe il contrario	poi adesso xxxx sarebbe il contrario
550	TOI075	1231.069	1234.206	3.137	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	7	nel veneto (.) sono più ricchi di noi	nel veneto {P} sono più ricchi di noi	nel veneto {P} sono più ricchi di noi
551	TOI075	1234.28	1235.287	1.007	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	ma allora	ma allora	ma allora
552	TOI075	1235.747	1237.518	1.771	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	torino era una meta::	torino era una meta::	torino era una meta
553	TOI075	1237.962	1239.695	1.733	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	chied~ desidera:ta	chied~ desidera:ta	chied~ desiderata
554	TOR001	1239.721	1240.111	0.39	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	cer[to]	cer[to]	certo
555	TOR002	1239.932	1240.642	0.71	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[per] la fiat	[per] la fiat	per la fiat
556	TOI075	1240.96	1243.235	2.275	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	e::: sì soprattutto la fiat	e::: sì soprattutto la fiat	e sì soprattutto la fiat
557	TOI075	1243.449	1247.686	4.237	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	è quella che dava lavoro alla maggior parte delle persone	è quella che dava lavoro alla maggior parte delle persone	è quella che dava lavoro alla maggior parte delle persone
558	TOR001	1248.23	1248.75	0.52	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	certo	certo	certo
559	TOR001	1249.615	1253.538	3.923	True	0	0	0	0	0	0	0	False	False	False	False	False	_	2	0	0	13	e quindi lei dopo la guerra (.) diceva (.) è andato a vivere in aurora?	e quindi lei dopo la guerra {P} diceva {P} è andato a vivere in aurora?	e quindi lei dopo la guerra {P} diceva {P} è andato a vivere in aurora
560	TOR001	1253.852	1254.798	0.946	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	quartiere aurora	quartiere aurora	quartiere aurora
561	TOI075	1254.985	1262.571	7.586	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	17	e:::h già (.) già prim~ quando è iniziata la [guerra] ero già [anda]to a vivere lì praticamente sempre	e:::h già {P} già prim~ quando è iniziata la [guerra] ero già [anda]to a vivere lì praticamente sempre	eh già {P} già prim~ quando è iniziata la guerra ero già andato a vivere lì praticamente sempre
562	TOR001	1258.824	1259.358	0.534	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[okay]	[okay]	okay
563	TOR001	1259.534	1259.946	0.412	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[okay]	[okay]	okay
564	TOI075	1262.849	1266.498	3.649	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	10	nella zona più o meno dov'ero nato (.) poca distanza	nella zona più o meno dov'ero nato {P} poca distanza	nella zona più o meno dov' ero nato {P} poca distanza
565	TOR001	1266.602	1267.557	0.955	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[mhmh] mhmh	[mhmh] mhmh	mhmh mhmh
566	TOI075	1266.602	1267.068	0.466	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[insomma]	[insomma]	insomma
567	TOR001	1268.225	1269.279	1.054	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	e::: e	e::: e	e e
568	TOR001	1270.552	1276.82	6.268	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	17	in quel quartiere si sono poi trasferiti anche molti degli immigrati che [arrivavano no? da altre regioni]	in quel quartiere si sono poi trasferiti anche molti degli immigrati che [arrivavano no? da altre regioni]	in quel quartiere si sono poi trasferiti anche molti degli immigrati che arrivavano no da altre regioni
569	TOI075	1274.892	1276.824	1.932	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[a::h certo]	[a::h certo]	ah certo
570	TOI075	1277.255	1278.057	0.802	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	per esempio	per esempio	per esempio
571	TOI075	1278.741	1280.451	1.71	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	io ho comprato	io ho comprato	io ho comprato
572	TOI075	1281.099	1284.794	3.695	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	quando ho potuto poi ho comp~ ho acquistato un alloggio	quando ho potuto poi ho comp~ ho acquistato un alloggio	quando ho potuto poi ho comp~ ho acquistato un alloggio
573	TOR001	1284.839	1285.099	0.26	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mhmh	mhmh	mhmh
574	TOI075	1285.184	1288.482	3.298	True	0	0	0	1	0	0	0	False	False	False	False	False	_	0	0	0	10	in una via @nomeluogo che è una via [che] va	in una via nomeluogo che è una via [che] va	in una via nomeluogo che è una via che va
575	TOR001	1287.742	1288.032	0.29	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
576	TOI075	1288.874	1290.675	1.801	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	da corso vercelli	da corso vercelli	da corso vercelli
577	TOI075	1291.017	1293.269	2.252	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	fino alla stazione dora	fino alla stazione dora	fino alla stazione dora
578	TOI075	1293.333	1294.76	1.427	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[alla] stazione dora	[alla] stazione dora	alla stazione dora
579	TOR001	1293.348	1293.883	0.535	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[okay]	[okay]	okay
